age,primary_streaming_service,hours_per_day,while_working,instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hip_hop,frequency_jazz,frequency_k_pop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rb,frequency_rap,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,music_effects,high_anxiety
25.0,Spotify,3.0,1,0,0,Metal,0,0,150.0,2,2,1,1,0,0,0,0,0,0,3,2,2,0,3,2,9.0,8.0,6.0,2.0,Improve,1
15.0,Spotify,4.0,1,0,1,Rock,1,0,105.0,0,0,1,0,0,1,0,2,0,3,2,3,2,1,3,0,8.0,6.0,4.0,0.0,Improve,1
13.0,Spotify,10.0,1,0,0,Rap,1,0,140.0,0,0,1,0,0,2,0,0,0,2,0,1,1,3,0,1,7.0,2.0,0.0,8.0,Improve,1
38.0,Spotify,3.0,1,0,0,Rock,0,1,120.0,3,1,0,1,0,0,2,0,1,0,3,2,1,0,3,0,6.0,7.0,7.0,7.0,No effect,0
23.0,Apple Music,3.0,0,0,0,Rock,1,0,161.0,1,0,2,2,0,1,0,0,0,1,1,2,0,0,3,2,7.0,6.0,4.0,2.0,Improve,1
17.0,Spotify,3.0,1,0,0,Pop,1,1,120.0,2,2,2,1,1,3,1,3,0,3,0,3,3,3,3,1,1.0,1.0,1.0,0.0,Improve,0
59.0,YouTube Music,2.0,1,0,0,Pop,1,0,103.0,1,0,3,1,0,1,2,1,1,1,0,3,3,1,2,0,1.0,1.0,3.0,0.0,Improve,0
22.0,Spotify,2.0,1,1,1,Pop,1,0,72.0,1,1,0,1,1,2,2,0,1,1,0,3,3,2,2,1,2.0,7.0,1.0,2.0,Improve,0
17.0,Apple Music,3.0,1,0,0,Pop,1,1,113.0,2,1,0,0,0,3,2,3,1,0,0,3,1,3,2,1,6.0,2.0,3.0,1.0,No effect,0
27.0,Spotify,2.0,0,0,0,Pop,0,0,120.0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,1,7.0,7.0,3.0,2.0,No effect,1
23.0,Spotify,5.0,1,1,0,Video game music,0,0,95.0,2,0,2,0,0,1,1,1,0,2,1,2,1,2,2,2,8.0,7.0,0.0,3.0,No effect,1
15.0,Spotify,6.0,1,0,0,Rock,0,0,97.0,1,0,2,1,0,2,1,0,0,1,1,2,2,0,3,2,8.0,3.0,5.0,2.0,Improve,1
22.0,Spotify,3.0,1,1,1,EDM,1,0,140.0,1,1,3,2,1,2,1,0,0,1,2,2,2,2,3,3,5.0,4.0,2.0,0.0,Improve,0
23.0,Spotify,5.0,1,0,0,Lofi,1,1,120.0,3,1,2,2,1,1,2,1,1,3,1,3,3,1,3,3,7.0,10.0,10.0,1.0,Improve,1
19.0,Spotify,5.0,1,0,0,Country,1,1,118.0,1,3,0,3,2,1,2,0,3,1,0,2,2,1,2,0,7.0,6.0,8.0,4.0,Improve,1
32.0,Spotify,6.0,1,0,0,Rock,0,0,91.0,0,1,2,0,0,1,1,0,0,0,0,2,1,1,3,1,8.0,7.0,0.0,9.0,Improve,1
40.0,Spotify,6.0,1,0,0,Rock,1,1,128.0,2,2,2,2,1,2,2,0,2,2,1,2,2,2,3,1,10.0,7.0,3.0,3.0,No effect,1
21.0,Spotify,3.0,1,0,0,Country,1,0,86.0,0,3,1,2,1,2,0,0,0,0,1,2,1,2,2,0,6.0,5.0,5.0,3.0,Improve,0
21.0,Spotify,10.0,1,0,0,Rock,1,1,107.0,1,0,3,2,0,1,1,1,1,2,2,3,2,1,3,3,8.0,7.0,6.0,8.0,No effect,1
23.0,Spotify,2.0,1,0,0,Video game music,1,1,180.0,2,0,3,0,0,1,1,2,0,2,0,3,1,2,2,3,10.0,7.0,7.0,3.0,Worsen,1
21.0,YouTube Music,2.0,1,0,0,EDM,0,1,120.0,1,1,3,1,1,1,0,0,0,2,1,2,1,1,2,3,10.0,10.0,5.0,7.0,Improve,1
35.0,Spotify,3.0,0,1,0,Folk,1,0,0.0,2,2,0,2,0,0,1,0,0,1,0,1,0,0,2,2,8.0,2.0,2.0,8.0,No effect,1
18.0,Spotify,1.5,0,0,0,Hip hop,0,0,150.0,0,0,0,0,0,2,2,0,0,2,0,3,0,2,2,0,3.0,7.0,4.0,0.0,Improve,0
21.0,I do not use a streaming service.,10.0,1,0,0,Pop,1,0,112.0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,9.0,7.0,5.0,5.0,Improve,1
22.0,I do not use a streaming service.,2.0,1,0,0,Video game music,0,1,120.0,0,0,1,0,0,2,1,0,1,0,0,3,0,1,2,3,5.0,3.0,0.0,0.0,Improve,0
23.0,Spotify,3.0,1,1,1,Rock,1,1,66.0,1,1,0,3,0,2,2,0,0,0,3,3,3,2,3,0,10.0,7.0,0.0,10.0,Improve,1
13.0,Spotify,2.5,1,0,0,Folk,0,0,118.0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8.0,0.0,0.0,3.0,Improve,1
19.0,Spotify,3.0,1,0,0,K pop,1,1,110.0,2,1,1,2,0,1,0,3,0,2,0,3,3,3,3,0,6.0,0.0,3.0,0.0,Improve,0
33.0,YouTube Music,0.5,1,1,0,Rock,0,0,80.0,2,0,1,0,0,0,1,0,0,1,2,1,0,0,2,1,7.0,9.0,4.0,6.0,Improve,1
18.0,Spotify,16.0,1,0,1,Jazz,1,1,90.0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3.0,2.0,5.0,6.0,Improve,0
17.0,YouTube Music,6.0,1,1,0,Classical,1,1,120.0,3,1,0,0,0,1,2,1,0,2,0,3,0,0,0,1,4.0,2.0,0.0,0.0,Improve,0
16.0,Spotify,3.0,1,0,0,EDM,1,1,100.0,1,0,3,0,0,3,2,3,0,1,2,3,1,3,3,3,4.0,2.0,0.0,0.0,Improve,0
18.0,YouTube Music,0.5,0,0,0,Rock,1,0,66.0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,3,0,5.0,3.0,1.0,0.0,No effect,0
19.0,Spotify,5.0,1,0,0,K pop,1,1,158.0,1,2,2,0,0,1,1,3,1,0,0,3,3,1,1,1,4.0,2.0,2.0,1.0,Improve,0
15.0,YouTube Music,2.0,0,1,0,Rap,1,1,105.0,3,2,0,3,2,3,2,2,0,3,2,1,3,3,2,3,4.0,0.0,6.0,5.0,No effect,0
17.0,Spotify,2.0,1,0,0,Pop,1,1,208.0,0,0,0,0,0,1,0,1,0,0,3,3,0,3,3,3,7.0,6.0,3.0,1.0,Improve,1
25.0,Spotify,2.0,1,0,0,Lofi,1,1,91.0,2,1,2,1,0,3,3,1,2,3,0,2,1,2,3,2,7.0,8.0,6.0,2.0,Improve,1
24.0,Other streaming service,1.5,1,0,0,Video game music,0,1,171.0,2,1,3,1,2,2,2,3,1,3,3,3,2,2,3,3,3.0,4.0,1.0,1.0,Improve,0
23.0,Spotify,1.0,1,1,0,Jazz,1,0,150.0,1,1,3,0,1,0,3,1,1,0,2,1,2,0,3,2,9.0,7.0,2.0,1.0,Improve,1
16.0,Spotify,10.0,1,1,0,EDM,1,1,180.0,1,1,3,2,0,1,2,1,0,1,1,3,2,2,2,2,10.0,9.0,3.0,2.0,Improve,1
25.0,YouTube Music,2.0,1,0,0,Metal,1,1,120.0,1,1,1,1,2,1,2,0,1,1,3,2,1,1,3,2,9.0,9.0,7.0,3.0,Improve,1
16.0,Spotify,15.0,1,1,1,EDM,1,0,85.0,1,0,3,0,0,1,1,0,0,1,2,2,0,3,3,2,8.0,10.0,9.0,2.0,Improve,1
20.0,I do not use a streaming service.,0.5,0,0,0,Metal,1,1,150.0,2,1,2,0,0,2,2,0,0,2,2,1,1,1,2,2,8.0,9.0,6.0,4.0,Improve,1
17.0,Spotify,3.0,1,0,0,Metal,1,0,104.0,0,1,1,0,2,2,0,0,0,0,3,0,1,2,3,0,5.0,6.0,9.0,9.0,Improve,0
29.0,I do not use a streaming service.,2.0,1,0,0,Metal,1,0,120.0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,9.0,3.0,7.0,2.0,Improve,1
20.0,Spotify,4.0,1,0,0,Hip hop,1,0,85.0,0,1,3,1,0,3,0,0,0,0,0,2,2,3,2,0,3.0,2.0,1.0,6.0,Improve,0
16.0,Spotify,2.0,1,0,0,Folk,1,0,120.0,0,0,0,3,0,1,0,0,0,0,2,3,0,1,2,0,7.0,7.0,4.0,0.0,Improve,1
21.0,Spotify,1.0,1,0,0,Rock,1,0,147.0,1,2,2,2,0,2,1,1,1,1,1,3,0,2,3,3,7.0,9.0,1.0,2.0,Improve,1
16.0,Spotify,24.0,1,0,0,Rock,1,1,120.0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,5.0,1.0,9.0,1.0,Improve,0
43.0,Spotify,1.0,1,0,0,Pop,1,0,134.0,2,0,0,2,1,2,1,0,0,1,0,3,1,1,2,0,3.0,3.0,0.0,0.0,Improve,0
32.0,Pandora,2.0,1,1,0,Classical,1,0,120.0,3,2,1,3,2,2,2,1,2,1,3,3,2,1,3,3,8.0,7.0,5.0,4.0,Improve,1
10.0,YouTube Music,2.0,1,1,0,Pop,1,1,112.0,3,0,1,0,0,1,1,3,0,1,0,3,0,1,0,3,8.0,2.0,1.0,1.0,Improve,1
27.0,Spotify,3.0,1,0,0,Metal,1,1,200.0,1,1,2,0,0,2,0,2,1,2,3,2,1,3,3,3,4.0,0.0,0.0,0.0,Improve,0
24.0,Spotify,3.0,1,1,0,Classical,0,1,75.0,3,0,0,0,1,1,0,0,2,1,2,1,0,1,0,0,9.0,6.0,1.0,1.0,Improve,1
18.0,Spotify,2.0,1,0,0,Hip hop,1,1,20.0,1,0,1,0,1,3,1,3,2,0,0,2,3,3,0,0,10.0,7.0,2.0,0.0,Improve,1
17.0,Apple Music,7.0,1,0,0,Rock,0,0,140.0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,2,8.0,7.0,7.0,4.0,Improve,1
19.0,Spotify,6.0,1,0,0,Metal,1,0,111.0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,1.0,0.0,0.0,0.0,Improve,0
16.0,YouTube Music,3.0,1,0,0,Rock,1,1,150.0,2,0,2,0,0,1,1,1,0,1,2,2,2,2,3,2,5.0,7.0,1.0,4.0,Improve,0
64.0,Other streaming service,5.0,1,0,1,Rock,1,0,120.0,2,1,0,1,2,2,3,2,0,1,2,1,2,1,3,0,7.0,6.0,9.0,2.0,Improve,1
33.0,Apple Music,4.0,1,1,1,Lofi,1,1,114.0,2,1,1,2,0,2,2,1,1,3,3,2,1,2,2,2,8.0,8.0,2.0,2.0,Improve,1
32.0,I do not use a streaming service.,3.0,1,1,0,Rock,0,1,93.0,3,2,2,2,0,0,3,1,1,0,3,1,0,1,3,1,2.0,2.0,8.0,0.0,No effect,0
15.0,Pandora,2.0,1,1,0,Pop,1,0,145.0,1,2,0,0,0,0,0,1,3,0,0,3,2,2,0,0,6.0,0.0,0.0,2.0,Improve,0
27.0,YouTube Music,3.0,1,0,0,Metal,1,1,100.0,3,3,0,1,0,1,0,0,0,0,3,2,0,1,3,1,2.0,0.0,1.0,0.0,Improve,0
20.0,I do not use a streaming service.,2.0,1,0,0,Rock,1,0,114.0,1,1,0,2,0,0,1,0,0,0,1,2,1,0,3,2,6.0,2.0,6.0,7.0,No effect,0
23.0,I do not use a streaming service.,2.0,1,0,0,Pop,1,1,109.0,1,3,0,1,3,3,2,1,0,1,0,3,3,3,3,2,6.0,1.0,0.0,5.0,Improve,0
19.0,Apple Music,3.0,0,1,0,Classical,1,0,120.0,3,1,0,1,1,2,1,0,0,0,1,2,0,0,3,2,7.0,6.0,4.0,0.0,Improve,1
12.0,YouTube Music,2.0,1,1,1,Classical,0,0,120.0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3.0,0.0,Improve,0
16.0,Other streaming service,3.0,1,1,1,Classical,0,0,72.0,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,9.0,7.0,10.0,6.0,No effect,1
17.0,Other streaming service,0.0,0,0,0,Video game music,0,1,89.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10.0,0.0,0.0,0.0,No effect,1
14.0,Spotify,1.0,1,1,0,Pop,1,0,140.0,1,1,3,1,1,2,2,2,1,2,1,3,2,2,2,2,6.0,6.0,3.0,0.0,Improve,0
32.0,Spotify,2.0,1,0,0,Metal,1,0,84.0,1,1,3,1,1,1,1,1,0,2,3,2,1,1,2,3,4.0,3.0,1.0,6.0,Improve,0
20.0,Spotify,2.0,1,1,0,Pop,0,1,132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6.0,2.0,2.0,1.0,No effect,0
54.0,I do not use a streaming service.,6.0,1,0,0,Classical,0,0,120.0,3,2,0,0,0,2,1,1,1,0,1,2,2,1,1,0,2.0,2.0,3.0,2.0,Improve,0
18.0,Spotify,5.0,1,0,0,K pop,1,1,124.0,0,1,1,0,0,1,1,3,1,1,0,3,1,2,2,0,7.0,4.0,5.0,6.0,Improve,1
14.0,Spotify,2.0,1,1,0,Classical,1,0,181.0,3,0,0,0,0,1,0,0,0,1,2,2,0,1,3,1,7.0,5.0,3.0,2.0,Improve,1
13.0,Other streaming service,4.0,1,1,1,Classical,1,0,126.0,3,0,2,1,0,0,1,1,0,0,1,3,0,0,2,2,8.0,5.0,10.0,3.0,Improve,1
19.0,Apple Music,8.0,1,0,1,Country,1,0,109.0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,2,1,7.0,5.0,6.0,5.0,Improve,1
14.0,Spotify,4.0,1,1,0,Classical,1,0,106.0,3,0,1,0,0,2,2,1,1,1,2,2,2,2,2,1,6.0,8.0,8.0,2.0,Improve,0
14.0,YouTube Music,1.5,0,1,0,Classical,1,1,140.0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,1.0,2.0,4.0,3.0,Improve,0
18.0,Apple Music,2.0,1,1,0,Rap,1,1,170.0,3,0,2,0,0,3,2,1,3,2,1,2,2,3,1,2,3.0,2.0,0.0,2.0,Improve,0
15.0,Spotify,5.0,1,0,0,Folk,1,1,87.0,1,2,0,3,1,2,0,0,0,2,0,0,0,2,1,1,6.0,7.0,7.0,4.0,Improve,0
24.0,YouTube Music,6.0,1,1,0,Classical,0,0,120.0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,6.0,7.0,2.0,0.0,No effect,0
17.0,Apple Music,2.0,1,0,0,Pop,0,1,117.0,1,0,0,0,0,1,1,0,0,2,1,3,3,0,0,2,9.0,8.0,4.0,8.0,Improve,1
44.0,Spotify,2.0,0,0,0,Rock,1,0,105.0,2,2,2,2,1,2,1,1,0,0,2,2,2,2,3,0,7.0,7.0,2.0,1.0,Improve,1
23.0,Spotify,1.0,0,1,0,Rock,1,0,120.0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1.0,0.0,1.0,0.0,Improve,0
21.0,Apple Music,1.0,0,0,0,Rap,0,0,160.0,1,1,0,0,0,2,1,0,0,1,1,2,2,2,1,0,4.0,3.0,4.0,5.0,Improve,0
57.0,Other streaming service,2.0,0,0,0,R&B,1,0,120.0,1,2,0,0,1,2,2,0,0,0,0,2,2,2,1,0,2.0,0.0,0.0,0.0,Improve,0
23.0,Spotify,2.0,1,1,0,Rock,1,1,141.0,1,1,0,3,0,1,0,0,0,3,3,3,0,2,3,3,0.0,5.0,7.0,0.0,No effect,0
18.0,Spotify,1.0,1,1,0,Pop,0,1,105.0,2,1,0,0,1,0,1,0,2,1,0,3,0,0,0,3,8.0,7.0,7.0,0.0,Improve,1
26.0,Spotify,14.0,1,0,0,Hip hop,1,1,158.0,2,2,1,3,0,3,3,1,1,3,1,2,3,3,3,1,5.0,10.0,8.0,0.0,No effect,0
13.0,YouTube Music,3.0,1,0,1,Classical,0,0,80.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,7.0,9.0,2.0,Improve,1
15.0,Spotify,3.0,1,1,1,Classical,1,0,118.0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,9.0,6.0,8.0,5.0,Improve,1
57.0,YouTube Music,2.0,1,1,1,Rock,1,0,125.0,0,0,0,0,0,1,2,0,1,1,2,2,2,1,3,0,2.0,2.0,7.0,0.0,No effect,0
12.0,Spotify,0.5,1,1,1,Classical,1,1,109.0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,7.0,8.0,6.0,2.0,Improve,1
26.0,Spotify,6.0,1,0,0,EDM,0,1,156.0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,10.0,10.0,8.0,2.0,No effect,1
17.0,Spotify,1.0,1,1,0,Country,0,0,105.0,0,3,0,1,1,0,1,0,0,0,1,1,1,0,2,1,8.0,5.0,2.0,3.0,Improve,1
17.0,Spotify,2.0,1,1,0,Classical,1,1,120.0,3,0,1,0,0,0,0,1,0,1,1,2,1,0,2,2,7.0,8.0,2.0,5.0,Improve,1
69.0,Pandora,4.0,1,1,1,Classical,1,1,72.0,3,2,0,2,2,1,3,1,1,1,0,2,2,0,3,0,1.0,1.0,2.0,0.0,Improve,0
17.0,Spotify,3.0,1,1,1,R&B,1,1,148.0,3,0,1,0,2,3,3,3,2,0,1,3,3,3,2,0,9.0,10.0,10.0,3.0,No effect,1
32.0,Spotify,12.0,1,1,1,Jazz,1,1,200.0,0,0,2,1,0,2,3,1,0,2,0,1,2,1,0,0,9.0,4.0,4.0,4.0,Improve,1
22.0,YouTube Music,3.0,0,1,0,Classical,1,0,113.0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,8.0,2.0,4.0,0.0,No effect,1
38.0,Spotify,1.0,0,0,0,Metal,1,1,191.0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,2,1,1.0,1.0,5.0,1.0,Improve,0
18.0,YouTube Music,10.0,1,0,0,EDM,1,0,140.0,0,0,3,2,0,2,0,0,0,2,0,3,3,3,0,0,10.0,9.0,9.0,8.0,Improve,1
14.0,Spotify,5.0,1,1,0,Classical,1,1,40.0,3,1,1,1,1,1,1,2,1,2,0,2,2,1,1,3,3.0,0.0,2.0,3.0,Improve,0
14.0,Other streaming service,0.5,1,1,0,Video game music,1,1,173.0,3,0,0,1,0,0,1,2,1,0,0,3,0,0,0,3,4.0,0.0,4.0,0.0,Improve,0
19.0,Spotify,5.0,1,1,1,Metal,1,1,180.0,1,1,1,1,0,1,1,0,1,2,3,2,1,1,3,2,2.0,3.0,5.0,2.0,Improve,0
20.0,YouTube Music,3.0,1,1,1,Classical,1,0,100.0,3,2,1,2,1,1,3,1,1,0,1,2,2,1,1,1,2.0,3.0,3.0,0.0,Improve,0
18.0,Spotify,2.0,0,0,0,Rock,1,0,123.0,0,3,0,1,1,1,1,0,0,0,2,3,0,2,2,2,8.0,4.0,3.0,0.0,Improve,1
30.0,Spotify,13.0,1,0,0,K pop,1,1,145.0,2,0,1,2,0,2,2,3,3,1,1,3,3,2,3,2,10.0,10.0,10.0,7.0,Improve,1
31.0,I do not use a streaming service.,4.0,1,1,0,Classical,1,1,55.0,3,1,0,1,1,0,2,0,0,1,1,0,0,0,2,2,8.0,8.0,9.0,3.0,Improve,1
72.0,Spotify,6.0,1,1,1,Rock,0,0,77.0,0,2,0,0,0,0,3,0,2,0,0,1,3,0,3,0,0.0,1.0,0.0,2.0,Improve,0
73.0,Pandora,3.0,1,0,0,R&B,1,1,4.0,2,3,1,2,3,2,2,1,3,0,1,2,3,2,2,0,5.0,4.0,0.0,1.0,Improve,0
16.0,Spotify,4.0,1,0,0,Pop,1,1,150.0,1,1,2,2,1,3,1,2,1,2,1,3,1,1,1,1,7.5,5.0,7.0,8.5,Improve,1
19.0,YouTube Music,3.0,0,1,0,Rap,1,1,73.0,1,0,2,0,0,2,1,0,0,1,0,2,1,3,2,2,3.0,3.0,0.0,0.0,Improve,0
16.0,Spotify,2.0,1,1,0,Classical,0,0,155.0,3,1,0,1,0,1,1,0,0,1,0,3,0,0,1,1,7.0,5.0,3.0,1.0,Improve,1
12.0,Spotify,2.0,1,1,1,Classical,1,1,120.0,3,1,0,0,1,2,1,1,0,0,0,2,0,1,2,0,8.0,0.0,1.0,6.0,Improve,1
39.0,Spotify,1.0,1,0,0,Hip hop,1,1,89.0,0,1,1,2,0,3,1,1,1,2,2,3,2,3,3,0,6.0,4.0,1.0,1.0,Improve,0
15.0,Spotify,6.0,1,1,0,K pop,1,1,110.0,2,0,1,2,0,1,2,3,2,2,1,3,2,1,3,0,8.0,8.0,7.0,10.0,No effect,1
14.0,Spotify,9.0,1,0,0,R&B,1,1,140.0,3,1,1,1,1,2,1,3,1,2,1,3,3,3,1,1,10.0,8.0,9.0,5.0,Improve,1
21.0,Spotify,1.0,0,0,0,Country,0,0,135.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,0.0,Improve,0
38.0,Apple Music,1.0,1,0,0,Video game music,0,0,125.0,1,0,0,0,0,1,2,1,1,0,1,2,1,1,1,3,5.0,5.0,7.0,1.0,Worsen,0
23.0,Spotify,0.5,0,0,1,Hip hop,1,1,110.0,2,2,1,1,1,3,1,3,1,2,1,2,2,3,1,2,7.0,7.0,6.0,5.0,Improve,1
16.0,Other streaming service,1.0,0,0,0,EDM,1,0,140.0,0,0,3,0,0,2,1,0,0,2,2,1,1,1,2,2,7.0,4.0,6.0,3.0,Improve,1
21.0,Apple Music,1.5,1,1,0,Folk,0,0,105.0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3.0,3.0,1.0,0.0,Improve,0
13.0,Spotify,6.0,1,0,0,Rap,1,0,112.0,0,0,0,0,0,3,0,1,0,1,0,1,0,3,0,0,4.0,0.0,0.0,2.0,Worsen,0
16.0,Spotify,4.0,1,0,0,Rock,1,0,96.0,1,2,2,2,0,2,1,2,0,3,3,3,0,0,3,2,3.0,0.0,6.0,9.0,Improve,0
18.0,Spotify,6.0,1,0,1,Rock,1,0,120.0,2,1,1,3,0,2,0,2,0,3,3,2,1,2,3,3,5.0,1.0,6.0,0.0,Improve,0
21.0,Spotify,4.0,1,0,0,Metal,1,1,155.0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,3,10.0,6.0,8.0,0.0,Improve,1
17.0,Spotify,1.5,1,0,0,Classical,1,1,174.0,3,1,0,1,0,0,2,0,0,2,0,3,1,0,0,0,7.0,5.0,1.0,2.0,No effect,1
24.0,Apple Music,2.0,1,0,0,Rock,1,1,93.0,1,2,0,3,0,2,2,0,1,2,0,1,1,2,3,0,7.0,7.0,0.0,4.0,No effect,1
14.0,Apple Music,2.0,1,0,0,Pop,1,0,78.0,1,0,0,2,0,2,0,1,3,1,1,3,2,2,1,0,6.0,0.0,0.0,0.0,Improve,0
25.0,Spotify,4.0,1,0,0,Rock,1,1,120.0,2,1,1,3,1,2,2,1,1,2,2,2,1,2,3,3,6.0,2.0,3.0,2.0,Improve,0
22.0,Spotify,3.0,1,0,0,Lofi,1,1,174.0,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,7.0,6.0,7.0,9.0,Improve,1
20.0,I do not use a streaming service.,4.0,1,0,0,Rock,1,1,120.0,1,0,2,0,0,1,0,3,1,1,2,3,1,1,3,1,5.0,7.0,7.0,0.0,No effect,0
23.0,Spotify,2.0,1,0,0,Pop,0,0,75.0,2,1,1,2,0,3,2,0,0,0,0,3,3,3,2,2,7.0,6.0,4.0,3.0,Improve,1
61.0,Pandora,2.0,1,0,0,Rock,1,0,94.0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,2,0,2.0,2.0,2.0,0.0,Improve,0
24.0,Spotify,6.0,1,0,0,Video game music,0,1,180.0,2,0,2,3,0,0,0,1,0,1,2,1,0,0,3,3,9.0,5.0,0.0,7.0,Improve,1
34.0,Spotify,0.0,0,1,0,Rock,0,1,115.0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,3.0,7.0,8.0,0.0,Worsen,0
49.0,Spotify,1.0,0,0,0,Pop,1,0,128.0,2,0,0,0,0,3,1,0,0,3,0,3,3,3,2,0,4.0,5.0,9.0,1.0,Improve,0
33.0,I do not use a streaming service.,4.0,1,1,0,Rock,1,1,112.0,1,2,1,1,1,1,1,0,0,3,1,2,1,1,3,3,1.0,0.0,7.0,0.0,Improve,0
22.0,I do not use a streaming service.,2.0,0,1,1,Metal,0,0,140.0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,3,3,3.0,2.0,0.0,2.0,No effect,0
38.0,Spotify,3.0,1,0,0,Metal,1,1,143.0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1.0,6.0,1.0,2.0,Improve,0
23.0,YouTube Music,4.0,0,0,0,Hip hop,1,0,72.0,1,1,0,1,0,3,1,0,0,2,1,3,2,2,2,1,8.0,10.0,4.0,0.0,No effect,1
34.0,I do not use a streaming service.,2.0,0,0,0,Video game music,0,1,100.0,1,1,1,0,0,2,1,1,0,1,1,0,0,2,1,3,8.0,10.0,10.0,0.0,No effect,1
40.0,Other streaming service,3.0,1,0,0,Metal,1,1,120.0,0,0,0,0,0,0,2,0,2,0,3,1,1,0,2,0,3.0,0.0,8.0,1.0,No effect,0
27.0,Spotify,1.0,0,0,0,Hip hop,1,0,120.0,2,0,1,0,0,3,1,0,0,1,0,2,3,3,0,0,3.0,4.0,1.0,0.0,Improve,0
54.0,YouTube Music,10.0,1,0,0,Rock,1,0,120.0,2,2,0,1,0,0,1,0,0,0,1,1,2,0,2,0,2.0,1.0,2.0,2.0,Improve,0
16.0,Spotify,10.0,0,0,0,Rock,1,0,105.0,1,3,0,3,1,1,2,0,0,0,3,2,1,1,3,0,0.0,0.0,0.0,0.0,No effect,0
23.0,I do not use a streaming service.,10.0,1,0,0,Video game music,0,1,119.0,1,0,2,2,0,1,0,2,0,2,1,2,0,1,2,3,8.0,8.0,5.0,0.0,Improve,1
35.0,Spotify,4.0,0,0,0,Country,1,0,120.0,0,3,0,1,0,0,0,0,0,0,2,2,0,0,2,1,1.0,1.0,1.0,0.0,No effect,0
22.0,YouTube Music,4.0,1,0,0,Folk,1,1,137.0,1,2,3,3,0,2,2,0,1,2,3,3,2,2,3,2,8.0,7.0,6.0,2.0,Improve,1
41.0,Spotify,3.0,0,0,0,Metal,1,1,178.0,3,1,0,1,0,0,0,2,0,0,3,1,0,1,2,3,6.0,5.0,4.0,0.0,No effect,0
63.0,Spotify,2.0,1,0,0,Rock,1,0,133.0,3,2,1,3,0,1,2,0,1,0,0,0,1,0,3,0,5.0,4.0,6.0,2.0,Improve,0
28.0,Spotify,1.0,0,1,0,Rock,1,0,72.0,1,1,0,1,0,1,0,0,0,2,1,2,0,1,2,0,3.0,1.0,0.0,2.0,No effect,0
22.0,Spotify,6.0,1,1,0,Country,1,0,120.0,1,3,2,3,1,2,2,0,1,2,2,2,1,2,3,2,4.0,8.0,2.0,2.0,Improve,0
58.0,YouTube Music,1.0,1,0,0,Rock,1,0,133.0,1,2,1,2,2,2,2,0,1,1,2,1,2,2,2,0,5.0,6.0,3.0,1.0,Improve,0
58.0,YouTube Music,1.0,1,1,1,Classical,1,0,80.0,2,1,0,1,2,1,2,1,1,0,0,1,0,0,0,0,0.0,0.0,2.0,1.0,Improve,0
67.0,Other streaming service,4.0,1,0,0,Rock,0,0,146.0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,3,0,7.0,6.0,7.0,4.0,Improve,1
70.0,I do not use a streaming service.,2.0,1,0,0,Country,0,0,88.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.0,6.0,1.0,Improve,1
